Valeur fonciere,Nombre pieces principales,Surface reelle bati,lat,long
228700.0,5.0,98.0,45.1679584,5.7254461
448000.0,6.0,168.0,45.1892555,5.7237765
67200.0,1.0,18.0,45.175682,5.736225916702392
82000.0,2.0,48.0,45.1655238,5.7268058
282140.0,3.0,68.0,45.1644894,5.6914414
116500.0,1.0,23.0,45.0141156,6.1244067
119000.0,3.0,66.0,45.1931355,5.6809623
93104.04,2.0,22.0,45.0862908,6.068347715176233
215000.0,2.0,43.0,45.0682398,5.5531896
135000.0,3.0,67.0,45.1340889,5.7105539
127500.0,1.0,26.0,45.014679,6.1246028
75810.0,1.0,24.0,45.0190215,6.1257534
80000.0,1.0,25.0,45.1747422,5.540833
197500.0,3.0,65.0,45.0944811,5.6757872
135000.0,2.0,42.0,45.1896209,5.6971969
178000.0,1.0,27.0,45.091143,6.0642178
143000.0,3.0,66.0,45.1950893,5.6924015
110000.0,3.0,58.0,44.9707271,5.820557
272350.0,3.0,69.0,45.1228173,5.6718478
219100.0,3.0,65.0,45.0864227,5.6776556
198000.0,3.0,62.0,45.210040649999996,5.66779165195908
178560.0,2.0,50.0,45.1228173,5.6718478
94220.0,2.0,26.0,45.12638005,5.595118879530866
145180.0,2.0,31.0,45.1222103,5.5886341
107450.0,1.0,34.0,45.0602141,5.5521092
77000.0,2.0,55.0,45.1900611,5.6960941
145000.0,2.0,45.0,45.0941422,5.6844682
105000.0,3.0,36.0,45.0141156,6.1244067
193000.0,3.0,70.0,45.1366308,5.7087794
123583.0,1.0,24.0,45.0141156,6.1244067
270000.0,2.0,45.0,45.090461,6.0653094
105000.0,3.0,27.0,45.089832,6.0645233
190650.0,1.0,32.0,45.0081855,6.1239405
43000.0,2.0,22.0,45.0130608,5.8748902
19100.0,1.0,16.0,44.9013999,5.5549271
112000.0,5.0,87.0,45.2031354,5.663354559677419
304980.0,1.0,49.0,45.0907535,6.0631237
177175.0,2.0,45.0,45.0068843,6.1227624
285248.0,3.0,74.0,45.2154655,5.6567554
183500.0,2.0,38.0,45.0647515,5.5484101
118000.0,1.0,31.0,45.0111778,6.123852
195000.0,3.0,73.0,44.9126717,5.7821026
208000.0,3.0,85.0,45.1885438,5.6902286
61030.0,1.0,17.0,45.0111778,6.123852
1000.0,4.0,65.0,45.1780924,5.685701
1000.0,4.0,65.0,45.1780924,5.685701
140500.0,2.0,30.0,45.0707446,5.5498606
89730.0,2.0,51.0,44.9013999,5.5549271
229500.0,2.0,58.0,45.170117,5.6302996
25000.0,3.0,58.0,45.0141156,6.1244067
135000.0,2.0,56.0,45.0518325,5.668203
95000.0,3.0,56.0,45.1924206,5.7006479
311730.0,3.0,80.0,45.1692899,5.5360399
223000.0,3.0,42.0,45.0925414,6.0716732
40000.0,2.0,82.0,45.1387081,5.5858219
180900.0,2.0,38.0,45.0919798,6.0313426
320000.0,4.0,80.0,45.0808108,6.0573817
308000.0,4.0,79.0,45.1765498,5.6946955
124000.0,2.0,49.0,45.194291,5.6971972
45475.0,1.0,21.0,44.8992765,5.554768
85320.0,1.0,29.0,45.0130608,5.8748902
66000.0,2.0,32.0,45.2026915,5.6782733
66000.0,3.0,43.0,45.2026915,5.6782733
126000.0,1.0,35.0,45.073242,5.5477873
139000.0,2.0,42.0,45.1759687,5.6867251
163000.0,3.0,71.0,45.1922652,5.6852497
217000.0,3.0,41.0,45.1583349,6.0821777
235000.0,2.0,29.0,45.0141156,6.1244067
85000.0,2.0,35.0,45.122411,6.0265751
120000.0,2.0,45.0,45.199044,5.6758411
73000.0,3.0,55.0,45.1335552,5.7050721
73000.0,4.0,67.0,45.1335552,5.7050721
252000.0,4.0,85.0,45.2040464,5.6611186
257000.0,2.0,37.0,45.090445,6.0678828
254000.0,4.0,87.0,45.1969433,5.6826044
227805.0,3.0,42.0,45.0190215,6.1257534
276800.0,4.0,60.0,45.0659847,5.558711916090861
170000.0,2.0,62.0,45.0707446,5.5498606
155000.0,1.0,28.0,45.0880698,6.0776762608879356
127500.0,3.0,74.0,45.190982899999995,5.695423249388675
200000.0,3.0,37.0,45.0141156,6.1244067
256800.0,5.0,100.0,45.1780835,5.6884919
75000.0,3.0,64.0,45.1904701,5.6833421
825000.0,2.0,30.0,45.0920029,6.065589
825000.0,4.0,89.0,45.0920029,6.065589
224165.88,3.0,52.0,45.090445,6.0678828
303000.0,4.0,80.0,45.1513399,5.6795783
281200.0,4.0,80.0,45.1102373,5.7301228
105000.0,2.0,30.0,45.145348799999994,5.725265554113906
184350.0,4.0,91.0,45.436508,6.0228583
145700.0,1.0,46.0,45.1898137,5.7089184
139000.0,1.0,50.0,45.191290699999996,5.725882649758842
144420.0,2.0,30.0,45.210167999999996,5.782659906221715
414450.0,1.0,54.0,45.091501,6.0679038
127000.0,3.0,67.0,45.1655238,5.7268058
269370.0,4.0,82.0,45.3004438,5.6374969
209500.0,3.0,63.0,45.2970771,5.6353681
135000.0,2.0,73.0,44.9042607,5.7844568
152000.0,2.0,46.0,45.176894,5.7661215
106000.0,1.0,26.0,45.1863127,5.7216446
155063.0,1.0,39.0,45.1860875,5.722899239908854
352800.0,4.0,100.0,45.18775285,5.718592841125367
175000.0,2.0,55.0,45.1918964,5.719294564539904
142000.0,2.0,49.0,45.190234,5.7106427
76000.0,2.0,44.0,45.16616,5.7240848
201600.0,1.0,33.0,45.0911467,6.0725628
42000.0,1.0,26.0,45.1679996,5.7284425
212100.0,2.0,53.0,45.0647515,5.5484101
135000.0,2.0,53.0,45.1787652,5.7148977
237800.0,3.0,62.0,45.2009226,5.8309636
110000.0,2.0,51.0,45.0833835,5.6858512
160000.0,3.0,65.0,45.4618009,5.9929201
155000.0,2.0,43.0,45.4323114,6.0198786
38000.0,1.0,21.0,45.122411,6.0265751
56000.0,1.0,18.0,45.0111778,6.123852
200250.0,3.0,74.0,45.1733775,5.707126
219650.0,3.0,75.0,45.1805745,5.7160951
96000.0,4.0,65.0,45.1785729,5.7433937
78000.0,1.0,24.0,45.0190215,6.1257534
58520.0,2.0,41.0,45.1523141,5.3203767
116770.0,3.0,72.0,44.9118487,5.7964803
489250.0,5.0,160.0,45.18697975,5.72795654456562
59000.0,1.0,26.0,45.1316065,5.6993047
404740.0,5.0,100.0,45.1829296,5.7254805
231000.0,5.0,102.0,45.1665806,5.7260727
122000.0,2.0,37.0,45.1868345,5.7437279
72170.0,1.0,18.0,45.1867352,5.7735156
102000.0,1.0,20.0,45.2168536,5.7757857
55000.0,2.0,38.0,45.1875105,5.707506
259000.0,3.0,57.0,45.2435257,5.8291651
122000.0,3.0,60.0,45.1958902,5.729923
40400.0,1.0,17.0,45.0130608,5.8748902
220000.0,3.0,63.0,45.211202549999996,5.858576556586945
33535.0,1.0,18.0,44.9015454,5.55563
214080.0,3.0,70.0,45.2997516,5.4858749
291100.0,3.0,61.0,45.2435257,5.8291651
234000.0,3.0,63.0,45.189869349999995,5.720113372749013
213000.0,3.0,63.0,45.1897834,5.7094412
77000.0,1.0,28.0,45.182853449999996,5.730358402915952
71770.0,1.0,40.0,45.32653175,5.563424104807691
86590.0,1.0,28.0,45.1776799,5.7517465
88000.0,1.0,18.0,45.2069992,5.7744226
111000.0,3.0,70.0,45.1693418,5.7334441
245000.0,3.0,66.0,45.17795905,5.72834400639623
167200.0,4.0,66.0,45.1482648,5.3058196
81500.0,2.0,33.0,45.1805706,5.7410167
283000.0,4.0,80.0,45.0520851,5.6758197
197600.0,4.0,81.0,45.1346794,5.7089975
125730.0,1.0,19.0,45.187754850000005,5.712452513474297
125730.0,2.0,30.0,45.187754850000005,5.712452513474297
75500.0,1.0,41.0,45.3489859,5.5865756
261000.0,3.0,67.0,45.1477854,5.7415743
108700.0,1.0,35.0,45.1812931,5.7626172
247040.0,3.0,66.0,45.220604300000005,5.690713683081083
120000.0,1.0,34.0,45.1941769,5.7262954
231600.0,3.0,65.0,45.1821579,5.7607989
358000.0,4.0,90.0,45.1762665,5.7297698
279000.0,4.0,111.0,45.2072291,5.6586814
279000.0,3.0,69.0,45.2072291,5.6586814
90000.0,1.0,31.0,45.17867635,5.726871521469352
260000.0,3.0,60.0,45.2435257,5.8291651
83450.0,1.0,35.0,45.3247209,5.5683014
121000.0,2.0,48.0,45.1921681,5.7279347
146600.0,3.0,51.0,45.0745905,5.5613757
66070.0,1.0,21.0,45.1078976,5.8733366
119270.0,2.0,73.0,45.3267146,5.5659685
206400.0,5.0,101.0,45.1664065,5.7262
153000.0,2.0,47.0,45.1467539,5.76113
342000.0,4.0,90.0,45.090778799999995,5.6794387787189535
150000.0,2.0,46.0,45.19281,5.7096366
231000.0,2.0,54.0,45.1854299,5.7269385
339000.0,3.0,66.0,45.2425963,5.8292702
168500.0,4.0,83.0,45.1913052,5.6808532
300050.0,4.0,81.0,45.2417965,5.6816131
128000.0,2.0,41.0,45.16933975,5.7200904999999995
304800.0,4.0,87.0,45.1210814,5.6723693
209850.0,3.0,60.0,45.1869475,5.7062154
330000.0,3.0,120.0,45.188713,5.720868935855773
120000.0,1.0,23.0,45.0146014,6.1239552
289800.0,4.0,91.0,45.3594848,5.6004852
240000.0,4.0,86.0,45.1850585,5.7122578
234150.0,3.0,64.0,45.4323114,6.0198786
190000.0,4.0,88.0,45.4310191,6.0233248
220000.0,3.0,58.0,45.0734254,5.7309273
229500.0,4.0,79.0,45.17699125,5.756820193476326
108000.0,2.0,44.0,45.1890603,5.6961932
220000.0,4.0,105.0,45.193449599999994,5.69067772680636
121000.0,2.0,43.0,45.3972198,6.0765684
205000.0,3.0,60.0,45.19344235,5.682513898779764
105000.0,2.0,47.0,45.180926150000005,5.7068953
47700.0,2.0,32.0,45.327529,5.5672916
125000.0,4.0,83.0,45.1969052,5.6849098
157000.0,3.0,65.0,45.1353987,5.7125559
150000.0,2.0,47.0,45.1808738,5.7297332
175000.0,7.0,145.0,45.1637362,5.737526
28000.0,1.0,18.0,45.1193316,5.8754577
104000.0,2.0,51.0,45.1672649,5.7263454
257840.0,3.0,75.0,45.3007695,5.6295661
241950.0,3.0,65.0,45.3551581,5.5880755
328900.0,4.0,85.0,45.1916795,5.7334035
264500.0,3.0,72.0,45.2347559,5.8199158
507000.0,6.0,155.0,45.1910538,5.731952309150473
80000.0,1.0,25.0,45.0634164,5.5597764
45000.0,1.0,34.0,44.7408061,5.7654173
69000.0,1.0,27.0,45.1971237,5.7320384
163356.0,2.0,50.0,45.211095,5.6735989
191000.0,3.0,67.0,45.2442941,5.6771313
115000.0,1.0,25.0,45.1980908,5.7384596
192200.0,4.0,90.0,45.3420018,5.4674757
121000.0,1.0,36.0,45.2354677,5.8842576
259450.0,3.0,68.0,45.0598258,5.6722232
285069.0,2.0,53.0,45.0166294,6.124958
169330.0,2.0,75.0,45.1888405,5.7273993
137600.0,2.0,47.0,45.1793847,5.726662208936535
121000.0,2.0,43.0,45.3869572,5.7284757
180000.0,3.0,62.0,45.1904403,5.6973934
285000.0,5.0,94.0,45.0553374,5.6738564
228700.0,2.0,48.0,45.0647515,5.5484101
152100.0,5.0,96.0,45.2031021,5.6655513
280000.0,3.0,77.0,45.1934335,5.7112741
108300.0,2.0,24.0,45.0707446,5.5498606
95000.0,1.0,29.0,45.188354649999994,5.71790051747881
95000.0,2.0,49.0,45.188354649999994,5.71790051747881
