Valeur fonciere,Nombre pieces principales,Surface reelle bati,lat,long
272470.0,3.0,79.0,45.080281,5.6684907
96690.0,1.0,31.0,45.0729894,5.5472054
368320.0,4.0,86.0,45.1721417,5.7650841
191000.0,2.0,57.0,45.2186838,5.8046518
298000.0,3.0,71.0,45.1354142,5.8251912
65000.0,1.0,18.0,45.1816791,5.7053884
182000.0,1.0,30.0,45.0917633,6.0707268
73225.0,2.0,34.0,45.075491,5.7716391
83000.0,4.0,68.0,45.1495891,5.7056735
150000.0,2.0,38.0,45.0166294,6.124958
99800.0,2.0,43.0,45.176233,5.7262066
230000.0,4.0,80.0,45.3835769,5.9519304
135000.0,3.0,52.0,45.1822741,5.7113788
408500.0,3.0,68.0,45.1583349,6.0821777
178000.0,4.0,83.0,45.190982899999995,5.695423249388675
75000.0,2.0,59.0,45.1539134,5.7292841
130000.0,2.0,43.0,45.1776799,5.7517465
103170.0,1.0,23.0,45.0146014,6.1239552
68420.0,2.0,29.0,45.3908811,6.0738029
70000.0,4.0,82.0,45.16203875,5.7362174717575565
72000.0,2.0,47.0,45.1782519,5.7136943
183050.0,3.0,68.0,45.1437903,5.7234658
232000.0,4.0,83.0,45.1643992,5.7203524
109000.0,3.0,69.0,45.1655238,5.7268058
240900.0,5.0,98.0,45.1610154,5.7479345
200000.0,3.0,67.0,45.1757252,5.7585751
55000.0,1.0,15.0,45.1832727,5.7115962
211000.0,2.0,29.0,45.0141156,6.1244067
294575.0,4.0,103.0,45.0530115,5.668419433369834
208339.0,3.0,66.0,45.2318371,5.8844593
165000.0,5.0,101.0,45.1697543,5.733526
60950.0,1.0,20.0,45.1372025,5.8252244
169000.0,4.0,82.0,45.1727227,5.739489796283078
166000.0,2.0,40.0,45.0025995,6.1229977
216000.0,3.0,62.0,45.0710142,5.7265755
220000.0,3.0,68.0,45.1779473,5.7259071
89000.0,3.0,51.0,45.1787849,5.7259906
92650.0,1.0,29.0,45.0208009,5.5302984
120000.0,2.0,43.0,45.1523194,5.7241625
373870.0,6.0,113.0,45.1393217,5.7930577
156000.0,2.0,49.0,45.1722336,5.7246507
218000.0,4.0,90.0,45.3609471,5.5907401
107000.0,1.0,21.0,45.090445,6.0678828
201410.0,2.0,55.0,45.15244,5.751204
227000.0,3.0,73.0,45.1886055,5.7107583
171000.0,2.0,45.0,45.0944811,5.6757872
160000.0,3.0,59.0,45.1509844,5.3171909
63000.0,1.0,15.0,45.1890998,5.727494147015502
250000.0,3.0,80.0,45.1890998,5.727494147015502
375000.0,5.0,110.0,45.0944811,5.6757872
58500.0,1.0,21.0,45.1868757,5.706640459038955
204300.0,5.0,89.0,45.4341777,6.0223731
100000.0,3.0,46.0,45.181204,5.735044
125000.0,3.0,86.0,45.1407,5.3246702
44550.0,1.0,21.0,45.122411,6.0265751
125000.0,3.0,76.0,45.1922942,5.7277711
168500.0,2.0,40.0,45.1262119,5.5813336
55100.0,1.0,21.0,45.123407,5.8764798
236900.0,3.0,61.0,45.2417965,5.6816131
74900.0,1.0,36.0,45.1561831,5.7259779
108400.0,2.0,64.0,45.3653783,5.595363082528644
190000.0,5.0,106.0,45.1966387,5.6842889
158200.0,3.0,67.0,45.3660262,5.5929252
210750.0,4.0,88.0,45.148247,5.7408795
128300.0,2.0,36.0,45.2600727,5.9115006
180260.16,3.0,66.0,45.1904403,5.6973934
52000.0,1.0,18.0,45.1646495,5.7264658
294200.0,5.0,93.0,45.1674884,5.7235565
91500.0,3.0,52.0,45.5637745,5.4471786
118640.0,3.0,65.0,45.4159241,4.815098
188000.0,3.0,67.0,45.5323777,5.5877475
