APP_Libelle_activite_etablissement,Synthese_eval_sanit,ods_type_activite,latitude,longitude,semaine,jour
Restaurant,Satisfaisant,Autres,48.798176,2.484761,46,4
Boucherie-Charcuterie,Satisfaisant,Autres,48.93089,2.530397,48,2
Restaurant,Satisfaisant,Autres,48.914725,2.325013,11,5
Restaurant,Très satisfaisant,Autres,48.886618,2.347714,37,3
Restaurant,Satisfaisant,Autres,48.828358,2.315889,18,4
Libre service,Satisfaisant,Autres,48.829443,2.308833,7,5
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,48.647567,2.376346,23,3
Découpe de viandes de volailles/lagomorphe,Satisfaisant,Viandes et produits carnés,48.755649,2.358281,19,4
Restauration collective,Très satisfaisant,Autres,48.767724,2.404289,9,2
Boulangerie-Pâtisserie,Très satisfaisant,Autres,48.828729,2.301615,6,2
Restaurant,Satisfaisant,Autres,48.859905,2.34876,13,3
Restauration collective,Très satisfaisant,Autres,48.803957,2.349232,27,1
Libre service,Très satisfaisant,Autres,48.825397,2.314932,1,4
Libre service|Alimentation générale,A améliorer,Autres,48.892916,2.349109,46,4
Restaurant,Satisfaisant,Autres,48.859,2.347,12,2
Restauration collective,Satisfaisant,Autres,48.902352,2.433638,12,3
Transport de denrées alimentaires,Très satisfaisant,Transport et entreposage de denrées alimentaires,48.757507,2.364633,48,3
Libre service,Satisfaisant,Autres,48.851734,2.342389,10,4
Restaurant,Satisfaisant,Autres,48.854381,2.371856,46,4
Restaurant,Satisfaisant,Autres,48.859108,2.368874,46,3
Boucherie-Charcuterie,Satisfaisant,Autres,48.900987,2.215992,12,3
Libre service,Très satisfaisant,Autres,48.850538,2.38082,12,2
Autres,Très satisfaisant,Autres,48.850538,2.38082,12,2
Boucherie-Charcuterie,Satisfaisant,Autres,48.684877,2.177692,42,5
Restaurant,Très satisfaisant,Autres,48.847798,2.351162,41,4
Restaurant,Très satisfaisant,Autres,48.872697,2.315483,12,3
Restaurant,Satisfaisant,Autres,48.865374,2.355245,11,4
Restaurant,Très satisfaisant,Autres,48.871539,2.336471,31,4
Restaurant,Satisfaisant,Autres,48.839187,2.395656,11,3
Restaurant,Satisfaisant,Autres,48.872163,2.32829,17,4
Restaurant,Très satisfaisant,Autres,48.873355,2.316018,12,3
Restaurant,Satisfaisant,Autres,48.872451,2.328161,17,4
Boucherie-Charcuterie,Très satisfaisant,Autres,48.87697,2.339373,46,2
Restaurant,A améliorer,Autres,48.835871,2.319104,46,4
Restaurant,Satisfaisant,Autres,48.796014,2.533633,28,3
Restauration collective,Satisfaisant,Autres,48.865281,2.362193,45,1
Restaurant,Satisfaisant,Autres,48.890113,2.319355,11,4
Restaurant,Très satisfaisant,Autres,48.851734,2.342389,10,4
Restaurant,Satisfaisant,Autres,48.934785,2.567227,18,2
Restauration collective,Satisfaisant,Autres,48.866478,2.111236,8,5
Restaurant,Satisfaisant,Autres,48.854267,2.350164,16,3
Restaurant,Très satisfaisant,Autres,48.869129,2.368662,47,4
Restaurant,Satisfaisant,Autres,48.660145,2.27587,11,5
Restaurant,Satisfaisant,Autres,48.86735,2.302601,12,2
Restauration collective,Satisfaisant,Autres,48.869242,2.374263,47,5
Restaurant,Satisfaisant,Autres,48.840666,2.303934,46,5
Restaurant,Satisfaisant,Autres,48.831685,2.374425,12,2
Restauration collective,Très satisfaisant,Autres,48.811106,2.516282,49,1
Restaurant,Satisfaisant,Autres,48.877484,2.284518,8,2
Restaurant,Très satisfaisant,Autres,48.795832,2.411865,11,1
Restaurant,A améliorer,Autres,48.804975,2.364098,21,3
Restauration collective,A améliorer,Autres,48.881952,2.280509,47,3
Restaurant,Satisfaisant,Autres,48.844673,2.32088,22,3
Restaurant,Très satisfaisant,Autres,48.87137,2.341816,12,2
Restauration collective,Très satisfaisant,Autres,48.824307,2.500359,12,2
Restaurant,Très satisfaisant,Autres,48.891112,2.376057,47,5
Restaurant,Satisfaisant,Autres,48.836946,2.407692,12,2
Restauration collective,Satisfaisant,Autres,48.850224,2.323807,5,2
Restaurant,Satisfaisant,Autres,48.842745,2.405356,33,4
Restauration collective,Très satisfaisant,Autres,48.735594,2.325635,19,2
Restauration collective,Très satisfaisant,Autres,48.847594,2.427997,46,3
Restauration collective,A améliorer,Autres,48.84783,2.421648,46,3
Restaurant,Satisfaisant,Autres,48.853386,2.34531,39,1
Restaurant,Satisfaisant,Autres,48.871666,2.340945,40,4
Restaurant,Très satisfaisant,Autres,48.839831,2.301711,46,5
Boulangerie-Pâtisserie,Très satisfaisant,Autres,48.859919,2.343237,12,4
Restaurant,Très satisfaisant,Autres,48.838911,2.303495,46,5
Libre service|Alimentation générale,Très satisfaisant,Autres,48.831224,2.319656,11,1
Restauration collective,Satisfaisant,Autres,48.807752,2.251154,35,4
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,48.755649,2.358281,19,4
Restaurant,Très satisfaisant,Autres,48.840993,2.303704,11,4
Restauration collective,Très satisfaisant,Autres,48.932814,2.355034,46,3
"VH, VSM, préparation viandes boucherie",Très satisfaisant,Viandes et produits carnés,48.753081,2.339857,25,2
Restauration collective,Satisfaisant,Autres,49.045879,2.009733,34,1
Restauration collective,Satisfaisant,Autres,48.872099,2.378326,46,2
Restaurant,Satisfaisant,Autres,48.974737,2.324185,25,5
Restauration collective,A améliorer,Autres,48.889451,2.314237,12,3
Boucherie-Charcuterie,Satisfaisant,Autres,48.592225,2.468668,23,2
Restaurant,Satisfaisant,Autres,48.844498,2.302353,46,5
Restauration collective,Très satisfaisant,Autres,48.873492,2.481546,18,4
Restauration collective,Satisfaisant,Autres,48.849099,2.406739,47,1
Restaurant,Satisfaisant,Autres,48.830696,2.373566,47,1
Boulangerie-Pâtisserie,Très satisfaisant,Autres,48.851734,2.342389,10,4
Restauration collective,Très satisfaisant,Autres,49.063942,2.594849,25,4
Traiteur,Très satisfaisant,Autres,48.851734,2.342389,10,4
Restaurant,A améliorer,Autres,48.796223,2.448015,46,4
Restauration collective,Satisfaisant,Autres,48.870764,2.274458,41,5
Restaurant,Satisfaisant,Autres,48.667488,2.842774,11,5
Restauration collective,Satisfaisant,Autres,48.901873,2.37304,47,3
Restaurant,Satisfaisant,Autres,48.846816,2.289326,46,4
Restaurant,Satisfaisant,Autres,48.818277,2.397918,20,3
Restauration collective,Satisfaisant,Autres,48.86537,2.385642,28,5
Restauration collective,Satisfaisant,Autres,48.860369,2.224257,7,4
Boulangerie-Pâtisserie,Satisfaisant,Autres,48.914721,2.383159,14,3
Restauration collective,Satisfaisant,Autres,48.766665,2.278648,38,3
Libre service|Alimentation générale,Très satisfaisant,Autres,48.84652,2.287372,12,2
Restaurant,Satisfaisant,Autres,48.874393,2.356002,12,4
Restaurant,Satisfaisant,Autres,48.897706,2.374411,40,3
Restaurant,Satisfaisant,Autres,48.868904,2.301389,12,2
Restaurant,Très satisfaisant,Autres,48.868028,2.399884,1,5
Boulangerie-Pâtisserie,Satisfaisant,Autres,48.913543,2.385395,18,2
Restaurant,Satisfaisant,Autres,48.836869,2.359166,39,2
Restauration collective,Satisfaisant,Autres,48.871657,2.232504,5,4
Restaurant,Satisfaisant,Autres,48.842726,2.328671,12,5
Restauration collective,Satisfaisant,Autres,48.552966,3.303558,15,5
Restaurant,Satisfaisant,Autres,48.958388,2.325805,42,4
Commerce alimentaire,A améliorer,Autres,48.891101,2.402504,39,2
Restaurant,A améliorer,Autres,48.829418,2.31773,47,1
Restaurant,Satisfaisant,Autres,48.84653,2.373728,12,4
Restaurant,Satisfaisant,Autres,48.872346,2.34329,12,4
Restaurant,Très satisfaisant,Autres,48.836817,2.279094,2,5
Restaurant,Satisfaisant,Autres,49.12199,2.218657,47,1
Boucherie-Charcuterie,Satisfaisant,Autres,48.538997,2.658956,12,4
Boulangerie-Pâtisserie,Satisfaisant,Autres,48.836679,2.40288,35,2
Libre service,Très satisfaisant,Autres,48.846818,2.306245,45,1
Restaurant,Satisfaisant,Autres,48.895994,2.296513,25,3
Restaurant,Satisfaisant,Autres,48.917321,2.381886,12,4
Restaurant,Satisfaisant,Autres,48.905093,2.476921,48,5
Restaurant,Très satisfaisant,Autres,48.85885,2.298531,43,2
Restaurant,Satisfaisant,Autres,48.877368,2.356421,16,4
Restaurant,Satisfaisant,Autres,48.859175,2.345188,13,2
Restaurant,Très satisfaisant,Autres,48.871017,2.293321,18,5
Restauration collective,Satisfaisant,Autres,49.005952,2.130788,6,4
Restaurant,Très satisfaisant,Autres,48.857597,2.27403,21,5
Restaurant,Très satisfaisant,Autres,48.844861,2.310567,12,5
Restaurant,Très satisfaisant,Autres,48.832371,2.287205,9,1
Boulangerie-Pâtisserie,A améliorer,Autres,48.834087,2.400235,18,3
Restaurant,Satisfaisant,Autres,48.884578,2.378711,41,3
Restaurant,Satisfaisant,Autres,48.83018,2.296023,33,3
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,48.760574,2.405178,47,2
Restaurant,Satisfaisant,Autres,48.877525,2.286738,36,2
Restauration collective,Satisfaisant,Autres,48.849873,2.394755,16,5
Restauration collective,Satisfaisant,Autres,48.824407,2.211375,21,2
Commerce alimentaire,A améliorer,Autres,48.892754,2.343997,30,4
Restauration collective,Satisfaisant,Autres,48.829509,2.324839,24,3
Boulangerie-Pâtisserie,Très satisfaisant,Autres,48.870355,2.352852,47,1
Restaurant,Satisfaisant,Autres,48.852892,2.512166,26,3
Restaurant,Satisfaisant,Autres,48.829392,2.374836,38,4
Restaurant,Très satisfaisant,Autres,49.121479,2.219775,47,1
Restauration collective,Satisfaisant,Autres,48.528522,2.011506,36,2
Restaurant,Très satisfaisant,Autres,48.882323,2.366435,18,3
Boulangerie-Pâtisserie,Satisfaisant,Autres,48.892231,2.374823,10,4
Restaurant,Très satisfaisant,Autres,48.849314,2.29643,41,3
Restaurant,Satisfaisant,Autres,48.871829,2.326319,42,4
Restaurant,Satisfaisant,Autres,48.902136,2.811849,47,1
Restaurant,Satisfaisant,Autres,48.765813,2.405267,15,2
Restauration collective,Très satisfaisant,Autres,48.608896,2.48292,1,3
Restaurant,Très satisfaisant,Autres,48.881104,2.312526,36,4
Restaurant,Satisfaisant,Autres,48.841593,2.32243,15,2
Restauration collective,Satisfaisant,Autres,48.473084,3.082457,12,4
Restauration collective,Très satisfaisant,Autres,48.902205,2.434399,2,3
Restauration collective,Satisfaisant,Autres,48.859668,2.378865,27,2
Restauration collective,Satisfaisant,Autres,48.911902,2.289747,18,4
Restaurant,Satisfaisant,Autres,48.876497,2.392512,4,3
Restauration collective,Très satisfaisant,Autres,48.572917,2.189796,4,2
Restaurant,A améliorer,Autres,48.879381,2.340106,30,4
Boulangerie-Pâtisserie,Très satisfaisant,Autres,48.891428,2.434752,45,3
Restaurant,Très satisfaisant,Autres,48.875265,2.310873,12,4
Restaurant,Très satisfaisant,Autres,48.867411,2.309924,46,2
Restaurant,Satisfaisant,Autres,48.853881,2.368271,39,2
Restauration collective,Satisfaisant,Autres,48.874504,2.398026,27,4
Restauration collective,Satisfaisant,Autres,48.88844,2.388405,27,1
Restaurant,Satisfaisant,Autres,48.827232,2.373824,2,1
Restaurant,Satisfaisant,Autres,48.846148,2.378126,20,5
"VH, VSM, préparation viandes boucherie",Très satisfaisant,Viandes et produits carnés,48.760574,2.405178,47,2
Libre service,Très satisfaisant,Autres,49.078089,2.078227,18,1
Restaurant,Très satisfaisant,Autres,48.895806,2.339319,2,3
Restaurant,Très satisfaisant,Autres,48.870466,2.307718,47,2
Restauration collective,Satisfaisant,Autres,48.934662,2.41757,30,1
Restaurant,Très satisfaisant,Autres,48.846887,2.304496,47,2
Restaurant,Satisfaisant,Autres,48.841811,2.325451,12,1
Restaurant,Très satisfaisant,Autres,48.848581,2.300209,47,2
Restaurant,Très satisfaisant,Autres,48.569904,2.436982,38,2
Entreposage de distribution de denrées alimentaires,Satisfaisant,Transport et entreposage de denrées alimentaires,48.758034,2.358816,38,3
Restaurant,Très satisfaisant,Autres,48.879566,2.399991,47,3
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,48.873454,2.688361,25,1
Restaurant,Très satisfaisant,Autres,48.855297,2.364341,10,3
Restaurant,Satisfaisant,Autres,48.877563,2.305983,36,2
Restaurant,Satisfaisant,Autres,48.862176,2.349018,41,1
Boucherie-Charcuterie,Satisfaisant,Autres,48.936519,2.357626,19,5
Restauration collective,Satisfaisant,Autres,48.782827,2.452463,18,2
Restaurant,Satisfaisant,Autres,48.841331,2.353614,25,5
Boulangerie-Pâtisserie,Très satisfaisant,Autres,48.844171,2.330246,35,5
Boucherie-Charcuterie,Satisfaisant,Autres,48.93089,2.530397,46,4
Restaurant,Satisfaisant,Autres,48.859144,2.349932,29,5
Restauration collective,A améliorer,Autres,48.50048,2.01764,35,1
Restaurant,Satisfaisant,Autres,48.84632,2.307816,38,2
Boucherie-Charcuterie,Satisfaisant,Autres,48.793468,2.360995,9,2
Restaurant,Satisfaisant,Autres,48.773475,2.482835,49,4
Restaurant,Très satisfaisant,Autres,48.705153,2.421943,2,5
Restaurant,Très satisfaisant,Autres,48.868035,2.36072,34,5
Restauration collective,Très satisfaisant,Autres,48.80522,2.404684,13,4
Producteur fermier,Très satisfaisant,Autres,48.331225,2.426267,43,4
Restaurant,A améliorer,Autres,48.89618,2.338058,12,2
Restaurant,Très satisfaisant,Autres,48.876455,2.392201,19,3
Restaurant,Satisfaisant,Autres,48.847244,2.371602,49,4
Restaurant,Satisfaisant,Autres,48.864962,2.359058,12,5
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,48.757163,2.363212,35,3
Boucherie-Charcuterie,A améliorer,Autres,48.655378,2.387324,13,2
Restaurant,Satisfaisant,Autres,48.847707,2.285316,48,5
Restaurant,Satisfaisant,Autres,48.896539,2.22941,11,4
Restauration collective,Satisfaisant,Autres,48.932721,2.427737,17,2
Alimentation générale,Satisfaisant,Autres,48.741375,2.724706,13,2
Restauration collective,Très satisfaisant,Autres,48.952764,2.497471,13,2
Découpe de viandes de volailles/lagomorphe,Très satisfaisant,Viandes et produits carnés,48.760574,2.405178,47,2
Restaurant,Satisfaisant,Autres,48.867514,2.30992,46,2
Restaurant,A améliorer,Autres,48.885305,2.481127,13,2
Restauration collective,Satisfaisant,Autres,48.835806,2.318306,8,4
Restaurant,A améliorer,Autres,48.857719,2.350303,46,3
Restaurant,Satisfaisant,Autres,48.870954,2.357876,4,5
Restauration collective,Satisfaisant,Autres,48.935575,2.375299,30,3
Restauration collective,Satisfaisant,Autres,48.876939,2.182533,46,2
Restauration collective,Satisfaisant,Autres,48.936165,2.372589,30,3
Restaurant,Satisfaisant,Autres,48.828468,2.31493,23,4
Restaurant,Satisfaisant,Autres,48.809961,2.359061,29,1
Restaurant,Très satisfaisant,Autres,48.87325,2.324471,41,2
Boulangerie-Pâtisserie,Satisfaisant,Autres,48.866369,2.331871,3,2
Alimentation générale,Satisfaisant,Autres,48.860219,2.375738,47,2
Restaurant,Très satisfaisant,Autres,48.849918,2.292876,17,5
Restaurant,Satisfaisant,Autres,48.798035,2.061645,23,2
Autres,Satisfaisant,Transport et entreposage de denrées alimentaires,48.757278,2.361688,8,3
Libre service|Alimentation générale,Satisfaisant,Autres,48.908292,2.496414,11,5
Libre service|Alimentation générale,Très satisfaisant,Autres,48.898165,2.337383,20,3
Restaurant,Très satisfaisant,Autres,48.892171,2.379123,13,2
Restaurant,Satisfaisant,Autres,48.756329,2.371236,46,5
Autres,Très satisfaisant,Autres,48.842272,2.302804,42,5
Restauration collective,Très satisfaisant,Autres,48.744849,2.633476,24,5
Restauration collective,Très satisfaisant,Autres,48.902205,2.434399,2,3
Autres,Très satisfaisant,Autres,48.853472,2.332656,29,4
Restauration collective,Satisfaisant,Autres,48.888021,2.393335,38,2
Restauration collective,Très satisfaisant,Autres,48.692873,2.490505,47,4
Restaurant,Satisfaisant,Autres,48.859354,2.349055,47,1
Restaurant,Satisfaisant,Autres,48.864588,2.37185,6,4
Restaurant,Satisfaisant,Autres,48.874306,2.315943,47,3
Restaurant,Satisfaisant,Autres,48.922994,2.37087,18,3
Découpe de viande de boucherie,Satisfaisant,Viandes et produits carnés,48.757174,2.363222,18,3
Libre service,Très satisfaisant,Autres,48.866169,2.370562,47,1
Restaurant,Satisfaisant,Autres,48.841552,2.343587,17,2
Restaurant,Très satisfaisant,Autres,48.861238,2.310099,25,2
Restaurant,Satisfaisant,Autres,48.875254,2.345556,27,2
Boucherie-Charcuterie,Très satisfaisant,Autres,48.922061,2.40613,24,2
Restaurant,Satisfaisant,Autres,48.84493,2.354536,26,5
Restaurant,Satisfaisant,Autres,48.857439,2.354574,49,3
Restaurant,Satisfaisant,Autres,48.825228,2.394587,49,3
Restaurant,Satisfaisant,Autres,48.879574,2.348094,50,4
Restaurant,Satisfaisant,Autres,48.886053,2.347596,50,5
Boucherie-Charcuterie,Satisfaisant,Autres,48.948153,2.255726,7,3
Restaurant,A corriger de manière urgente,Autres,48.892683,2.347232,47,4
Libre service,Très satisfaisant,Autres,49.078089,2.078227,18,1
Restaurant,Satisfaisant,Autres,48.877397,2.310227,13,2
Restaurant,Satisfaisant,Autres,48.877249,2.313218,13,2
Restaurant,Très satisfaisant,Autres,48.853472,2.332656,29,4
Restauration collective,Satisfaisant,Autres,48.93681,2.432579,30,1
Boucherie-Charcuterie,Satisfaisant,Autres,48.891954,2.378847,13,2
Restaurant,Très satisfaisant,Autres,48.874204,2.315951,47,3
Restaurant,Très satisfaisant,Autres,48.884058,2.341821,33,2
Restaurant,Satisfaisant,Autres,48.869039,2.360056,13,1
Restauration collective,Satisfaisant,Autres,48.893404,2.314171,34,4
Restaurant,Satisfaisant,Autres,48.85474,2.305759,22,4
Restaurant,Satisfaisant,Autres,48.884177,2.342331,29,3
Caves d'affinage,Très satisfaisant,Lait et produits laitiers,48.738179,2.771319,6,5
Restaurant,Très satisfaisant,Autres,48.86845,2.36224,47,3
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,48.758034,2.358816,38,3
Transport de denrées alimentaires,Très satisfaisant,Transport et entreposage de denrées alimentaires,48.758034,2.358816,48,4
Restauration collective,Satisfaisant,Autres,48.837305,2.308152,33,3
Restaurant,Satisfaisant,Autres,48.844727,2.318535,16,3
Boucherie-Charcuterie,Très satisfaisant,Autres,48.902571,2.427423,19,3
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,48.758034,2.358816,38,3
Restauration collective,Très satisfaisant,Autres,48.842694,2.28325,12,2
Restaurant,Satisfaisant,Autres,48.837543,2.345,11,2
Restaurant,Satisfaisant,Autres,48.860219,2.375738,47,2
Restaurant,Satisfaisant,Autres,48.846152,2.416943,46,3
Restaurant,Satisfaisant,Autres,48.878336,2.332308,37,1
Restaurant,Satisfaisant,Autres,48.840835,2.299821,34,4
Restaurant,Satisfaisant,Autres,48.877438,2.306249,36,2
Autres,A améliorer,Autres,48.8072,2.33315,47,4
Restauration collective,A améliorer,Autres,48.746707,2.44655,39,2
Restaurant,Satisfaisant,Autres,48.846243,2.400228,41,5
Découpe de viande de boucherie,Satisfaisant,Viandes et produits carnés,48.757278,2.361688,8,3
Restauration collective,Satisfaisant,Autres,48.868149,2.334902,3,2
Rayon poissonnerie,Très satisfaisant,Autres,48.853472,2.332656,29,4
Libre service,Très satisfaisant,Autres,48.853472,2.332656,29,4
Libre service,Très satisfaisant,Autres,48.845613,2.301227,13,3
Autres,Satisfaisant,Transport et entreposage de denrées alimentaires,48.757174,2.363222,18,3
Restauration collective,Satisfaisant,Autres,48.935575,2.375299,30,3
Restaurant,Satisfaisant,Autres,48.886011,2.31755,46,1
Restauration collective,Très satisfaisant,Autres,48.902081,2.440758,46,3
Restaurant,A corriger de manière urgente,Autres,48.912182,2.398019,13,3
